Player ID,Player,Color,Picture
160c4358-453e-4f57-8257-782e70ed221a,Ant,#c10000,images\160c4358-453e-4f57-8257-782e70ed221a_Ant.png
224debaf-72d2-46b9-b623-21ea21a9ea51,Polly,#ffc800,images\224debaf-72d2-46b9-b623-21ea21a9ea51_Polly.png
